word,synset
distinguish,distinguish.v.03
distinguish,identify.v.05
distinguished,distinguished.s.02
distort,falsify.v.01
distort,deform.v.05
distort,twist.v.04
distortion,distortion.n.05
distortion,distortion.n.01
distract,perturb.v.01
distress,distress.n.01
distressed,dysphoric.a.01
distressed,stressed.s.01
distressed,disquieted.s.01
distribute,distribute.v.01
distribute,circulate.v.02
distribute,circulate.v.03
distribute,spread.v.01
distribution,distribution.n.02
distributor,allocator.n.01
district,zone.v.01
district,district.n.01
distrust,misgiving.n.03
disturb,disturb.v.01
disturb,touch.v.11
disturbance,noise.n.03
disturbance,affray.n.02
disturbance,perturbation.n.03
disturbance,disturbance.n.03
disturbed,disquieted.s.01
disturbed,brainsick.s.01
disturbing,distressing.s.01
ditch,trench.v.05
ditch,chuck.v.02
ditch,dump.v.02
dive,dive.n.02
dive,dive.v.01
diver,loon.n.02
divide,separate.v.12
divide,divide.v.02
divide,divide.v.01
divided,divided.s.03
divider,partition.n.01
divination,prophecy.n.02
divine,cleric.n.01
divine,divine.s.06
divine,divine.s.01
diving,dive.n.02
divinity,deity.n.01
divinity,theology.n.01
division,division.n.12
division,class.n.05
division,part.n.09
division,division.n.05
divorce,disassociate.v.01
dizziness,dizziness.n.01
dizzy,airheaded.s.01
do,do.v.03
do,act.v.02
do,make.v.01
do,dress.v.16
do,perform.v.01
do,bash.n.02
do,do.v.04
do,suffice.v.01
do,practice.v.01
do,do.n.02
do,serve.v.09
doc,doctor.n.01
dock,dock.v.04
dock,pier.n.01
dock,bobtail.n.01
docket,agenda.n.01
dodge,hedge.v.01
dodge,dodge.n.03
dodger,dodger.n.01
dog,chase.v.01
dog,pawl.n.01
dog,frank.n.02
dog,cad.n.01
doggie,pooch.n.01
doggy,pooch.n.01
dogma,dogma.n.01
doh,do.n.02
doll,dame.n.01
doll,doll.n.01
dolly,doll.n.01
domain,sphere.n.01
domain,domain.n.02
domain,world.n.02
dome,attic.n.03
dominance,authority.n.01
dominance,dominance.n.02
dominant,prevailing.s.01
dominate,dominate.v.03
dominate,dominate.v.05
dominate,predominate.v.01
dominating,ascendant.s.02
dominating,commanding.s.01
domination,domination.n.02
dominion,dominion.n.01
dominion,district.n.01
don,don.n.03
don,wear.v.09
donation,contribution.n.02
done,done.s.01
donor,donor.n.01
doodle,scribble.n.02
doom,sentence.v.01
doom,destine.v.01
doomed,doomed.s.03
doomed,cursed.s.02
doomed,doomed.n.01
door,doorway.n.01
doorstep,doorsill.n.01
doorway,doorway.n.01
dope,dope.n.04
dope,cola.n.02
dope,dumbbell.n.02
dope,pot.n.09
dorm,dormitory.n.01
dormant,dormant.a.02
dormant,dormant.s.03
dormitory,dormitory.n.01
dose,acid.n.02
dose,drug.v.01
dot,dot.v.01
dot,point.n.09
dot,scatter.v.03
dot,acid.n.02
double,double.s.03
double,double.s.01
double,duplicate.v.01
double,doubly.r.01
doubled,double.s.03
doubly,doubly.r.01
doubt,doubt.n.01
doubtful,doubtful.s.01
doubtless,undoubtedly.r.01
dough,boodle.n.01
down,down.r.01
down,gloomy.s.02
down,devour.v.03
down,down.s.05
down,down.s.02
down,down.n.05
down,depressed.s.01
down,toss_off.v.02
down,down.v.04
downfall,precipitation.n.03
downright,absolute.s.02
downward,down.r.01
downward,down.s.02
downwards,down.r.01
dozen,twelve.n.01
dozens,tons.n.01
draft,conscription.n.01
draft,blueprint.v.01
draft,draft.n.11
draft,draft.n.02
draft,draft.v.01
draft,enlist.v.03
drafting,drawing.n.03
drag,puff.n.07
drag,embroil.v.01
drag,haul.v.01
drag,dredge.v.02
drag,puff.v.02
drag,drag.v.05
drained,dead.s.16
draining,draining.s.01
drama,play.n.01
dramatic,dramatic.s.02
draped,cloaked.s.02
drapery,curtain.n.01
draught,blueprint.v.01
draught,draft.n.02
draught,draft.n.11
draw,draw.v.05
draw,tie.v.02
draw,draw.v.04
draw,guide.v.05
draw,draw.v.14
draw,drawing_card.n.01
draw,reap.v.02
draw,draw.n.09
draw,pull.v.01
draw,draw.n.03
draw,puff.v.02
draw,describe.v.01
draw,trace.v.02
draw,absorb.v.04
draw,attract.v.01
draw,string.v.01
draw,hook.n.06
drawers,drawers.n.01
drawers,bloomers.n.01
drawing,lottery.n.02
drawing,drawing.n.03
drawing,draft.n.11
drawn,careworn.s.01
dread,apprehension.n.01
dread,fear.v.02
dread,awful.s.02
dreaded,awful.s.02
dreadful,awful.s.02
dreadful,atrocious.s.02
dream,ambition.n.01
dream,dream.n.01
dreaming,dream.n.01
dreary,blue.s.08
dredge,dredge.v.02
dress,snip.v.02
dress,dress.v.02
dress,trim.v.06
dress,attire.n.01
dress,dress.v.09
dress,preen.v.03
dress,dress.v.15
dress,dress.v.16
dressed,dressed.s.03
dresser,chest_of_drawers.n.01
dressing,fertilization.n.02
dressing,dressing.n.07
dressing,dressing.n.06
dressing,stuffing.n.01
dried,dried.s.02
drier,dryer.n.01
drift,roll.v.12
drift,float.v.01
drift,drift.n.01
drift,drift.n.05
drift,drift.n.07
drift,stray.v.02
drifting,aimless.s.02
drill,exercise.n.03
drill,bore.v.02
drill,drill.v.03
drilling,drilling.n.01
drink,drink.n.02
drink,beverage.n.01
drink,drink.v.02
drink,toast.v.02
drinking,drink.n.02
drip,drip.n.02
drip,drip.n.01
dripping,soaking.r.01
dripping,drip.n.02
drive,force.v.06
drive,drive.n.01
drive,campaign.n.02
drive,drive.n.06
drive,drive.n.08
drive,driveway.n.01
drive,drive.v.02
drive,drive.n.11
drive,tug.v.02
drive,drive.v.16
drive,drive.v.11
driven,compulsive.s.02
driveway,driveway.n.01
driving,drive.n.06
drone,dawdler.n.01
drone,monotone.n.01
dropping,dropping.s.01
drove,drove.n.02
drown,swim.v.04
drudge,labor.v.02
drudge,hack.n.01
drug,drug.v.01
drugstore,drugstore.n.01
drum,cram.v.03
drum,drum.v.01
drunk,drunkard.n.01
dry,dry.s.02
dryer,dryer.n.01
duality,dichotomy.n.01
dub,knight.v.01
dub,dub.v.01
dubious,doubtful.s.01
duck,dip.v.10
duck,hedge.v.01
duct,duct.n.01
dude,dandy.n.01
dude,fellow.n.06
dugout,bunker.n.03
dull,numb.v.01
dull,boring.s.01
dull,muffle.v.02
dull,dull.s.08
dull,dull.s.03
dull,dull.v.05
dull,dense.s.04
dumb,speechless.s.01
dumb,dumb.s.04
dumb,dense.s.04
dummy,blank.n.04
dummy,dumbbell.n.02
dump,shit.n.04
dump,dump.v.02
dump,deck.v.03
dump,plunge.v.06
dun,torment.v.02
dun,dun.n.02
dung,droppings.n.01
dungeon,keep.n.02
dunk,dunk.v.03
dunk,dunk.v.01
duo,couple.n.04
duo,couple.n.01
durable,durable.s.01
duration,duration.n.01
dusk,twilight.n.01
dust,debris.n.01
dust,scatter.v.03
dusty,cold.s.06
dwarf,shadow.v.03
dwarf,dwarf.n.01
dwarf,gnome.n.01
dwell,dwell.v.04
dwell,brood.v.01
dwell,populate.v.01
dwell,harp.v.01
dwell,dwell.v.02
dwelling,dwelling.n.01
dyed,bleached.s.02
dying,death.n.04
dyke,dam.n.01
dyke,dike.v.01
dyke,butch.n.01
dynamic,active.a.11
dynamics,dynamics.n.01
eager,tidal_bore.n.01
earlier,earlier.s.01
earlier,sooner.r.01
earliest,earlier.s.01
earliest,soonest.r.01
early,early.s.03
earn,gain.v.08
earn,earn.v.02
earnest,dear.s.03
earnest,earnest.s.01
earnestly,seriously.r.01
earnings,wage.n.01
earnings,net_income.n.01
earth,worldly_concern.n.01
earth,land.n.04
earth,earth.n.02
earth,earth.n.01
earthquake,earthquake.n.01
earthy,crude.s.02
ease,still.v.03
ease,rest.n.02
ease,ease.n.02
ease,facilitate.v.01
easement,easing.n.02
easily,easily.r.01
easily,well.r.03
easing,easing.n.02
easing,easing.n.01
east,east.n.01
easter,east_wind.n.01
easterly,easterly.s.01
easterly,east_wind.n.01
eastern,easterly.s.01
eastward,east.n.01
easy,easy.s.02
easy,easily.r.01
easy,slowly.r.01
easy,easy.s.10
easy,comfortable.s.05
eat,consume.v.05
eat,corrode.v.01
eat,feed.v.06
eater,eater.n.01
eating,eating.n.01
eats,chow.n.02
ebony,coal_black.n.01
echo,echo.n.01
echo,resound.v.01
ecstasy,adam.n.03
ecstasy,ecstasy.n.01
ecumenical,cosmopolitan.s.03
eddy,eddy.v.01
eddy,eddy.n.02
edge,boundary.n.02
edge,edge.v.01
edge,edge.n.01
edge,border.v.05
edge,edge.n.04
edged,cutting.s.01
edit,edit.v.03
edit,edit.v.04
editorial,column.n.05
effluent,effluent.n.01
effort,attempt.n.01
effort,campaign.n.02
effort,feat.n.01
effort,effort.n.02
egg,testis.n.01
egg,egg.n.02
eggs,egg.n.02
ego,self.n.01
egress,emergence.n.02
eight,eight.n.01
eject,squirt.v.01
eject,exhaust.v.05
eject,eject.v.01
ejection,expulsion.n.03
ejection,ejection.n.02
el,elevated_railway.n.01
elaborated,detailed.s.01
elaboration,refinement.n.02
elaboration,amplification.n.01
elaboration,expansion.n.03
elan,ardor.n.01
elan,dash.n.01
elastic,elastic.s.02
elasticity,elasticity.n.01
elder,elder.n.01
elder,elder.s.01
elderly,aged.s.01
elect,chosen.n.03
electric,electric.a.01
electrical,electric.a.01
electrostatic,electrostatic.a.01
elegant,elegant.s.02
element,component.n.03
element,component.n.01
elevate,promote.v.02
elevate,raise.v.02
elevated,exalted.s.01
elevated,raised.s.03
elevated,elevated_railway.n.01
elevation,acme.n.01
elevation,elevation.n.03
elevation,elevation.n.01
elevator,elevator.n.01
elf,elf.n.01
elicit,arouse.v.01
eliminate,excrete.v.01
eliminate,eliminate.v.03
elimination,elimination.n.02
elimination,elimination.n.05
elk,elk.n.01
ellipse,ellipse.n.01
elliptical,egg-shaped.s.01
elm,elm.n.02
elmwood,elm.n.02
elongated,elongated.s.01
elongation,elongation.n.02
eloquent,eloquent.s.01
elusive,baffling.s.01
elusive,elusive.s.03
embarrassed,embarrassed.s.02
embarrassing,awkward.s.05
embed,implant.v.01
embodied,bodied.s.02
embodiment,embodiment.n.01
embodiment,shape.n.04
embossed,brocaded.s.01
eminence,eminence.n.01
eminent,eminent.s.02
eminent,eminent.s.01
emit,emit.v.01
emit,utter.v.02
emphasize,underscore.v.01
emphasize,stress.v.01
empire,conglomerate.n.02
empower,endow.v.01
empower,empower.v.01
empowerment,authorization.n.04
en,en.n.01
enchantment,captivation.n.02
enchantment,enchantment.n.02
enclose,enclose.v.02
enclose,envelop.v.01
encoding,encoding.n.01
encompass,embrace.v.01
encompassing,encompassing.s.02
encompassing,across-the-board.s.01
encouragement,boost.n.01
encroachment,trespass.n.02
encroachment,invasion.n.02
encryption,encoding.n.01
end,end.v.02
end,end.n.06
end,end.v.01
end,end.n.13
end,end.n.01
end,goal.n.01
end,end.n.02
end,conclusion.n.08
endanger,endanger.v.01
endanger,queer.v.02
endeavor,endeavor.v.01
endeavor,attempt.n.01
endeavor,enterprise.n.01
endeavour,enterprise.n.01
endeavour,endeavor.v.01
endeavour,attempt.n.01
endemic,autochthonal.s.01
ending,ending.n.01
ending,conclusion.n.08
ending,ending.n.04
ending,termination.n.05
ending,end.n.02
endlessly,infinitely.r.02
endlessly,endlessly.r.02
endocrine,hormone.n.01
endorse,back.v.01
endorse,second.v.01
endorse,certify.v.04
endorsement,sanction.n.01
endorsement,endorsement.n.01
endowment,endowment.n.01
endpoint,end_point.n.01
endurance,survival.n.01
enemy,enemy.n.02
enemy,foe.n.02
energizer,energizer.n.01
energy,energy.n.03
energy,energy.n.02
energy,energy.n.05
energy,energy.n.04
enforce,enforce.v.01
enforce,enforce.v.02
engage,prosecute.v.03
engage,lease.v.04
engage,absorb.v.09
engage,engage.v.07
engage,engage.v.10
engage,betroth.v.01
engage,engage.v.08
engaged,engaged.s.01
engaged,busy.s.05
engaged,booked.s.01
engagement,engagement.n.06
engagement,date.n.03
engagement,engagement.n.05
engagement,battle.n.01
engagement,engagement.n.07
engineer,mastermind.v.01
engineer,engineer.n.01
engineering,technology.n.01
engraved,engraved.s.01
engraving,engraving.n.03
engrossed,captive.s.02
enhance,enhance.v.01
enhancer,foil.n.02
enigma,riddle.n.01
enigma,mystery.n.01
enjoyable,enjoyable.s.01
enlargement,expansion.n.03
enlargement,enlargement.n.04
enlighten,clear.v.10
enlightened,initiate.n.03
enlist,engage.v.08
enlist,enlist.v.03
enquire,wonder.v.01
enquire,investigate.v.02
enquire,ask.v.01
enquirer,inquirer.n.01
enrollment,registration.n.01
entail,entail.v.01
enthusiast,enthusiast.n.01
entice,entice.v.01
enticing,alluring.s.01
entire,stallion.n.01
entire,integral.s.02
entire,entire.s.01
entirely,wholly.r.01
entirely,entirely.r.02
entirety,entirety.n.01
entrance,entrance.n.01
entrance,entrance.n.03
entrance,capture.v.02
entrant,newcomer.n.01
entree,entrance.n.01
entree,entree.n.02
entropy,randomness.n.01
entrust,entrust.v.01
entrust,entrust.v.02
entry,submission.n.01
entry,introduction.n.01
entry,entrance.n.01
entry,entrance.n.03
enumeration,enumeration.n.01
enumeration,count.n.02
environment,environment.n.02
environs,environment.n.02
envision,visualize.v.01
envision,envision.v.02
envisioned,envisioned.s.01
ephemeral,ephemeral.s.01
epic,epic.s.01
epidermal,cuticular.a.01
equal,equal.v.03
equal,peer.n.01
equal,equal.v.02
equality,equality.n.02
equalizer,counterweight.n.01
equally,evenly.r.01
equate,equal.v.03
equate,compare.v.03
equate,equate.v.02
equation,equality.n.02
equestrian,horseman.n.01
equilibrium,balance.n.04
equip,equip.v.01
equipped,furnished.a.01
equipping,arming.n.01
equity,fairness.n.01
equivalence,equality.n.02
equivalence,comparison.n.03
eradicate,eliminate.v.03
erect,raise.v.09
erect,erect.a.01
erect,rear.v.04
ergonomics,biotechnology.n.02
erosion,corrosion.n.02
erosion,erosion.n.01
erotica,pornography.n.01
erratic,erratic.s.02
erratic,erratic.s.01
erroneously,mistakenly.r.01
error,mistake.n.01
error,error.n.05
error,error.n.07
escalate,escalate.v.01
escape,scat.v.01
escape,escape.n.01
escape,miss.v.09
escape,escape.n.07
escaped,at_large.s.01
esophagus,esophagus.n.01
especial,especial.s.01
essence,kernel.n.03
essence,perfume.n.02
essence,effect.n.04
estate,estate.n.02
esteem,admiration.n.01
esteem,respect.v.01
esteemed,esteemed.s.01
estimation,estimate.n.01
estimation,appraisal.n.02
etched,engraved.s.01
etching,engraving.n.03
ethereal,aeriform.s.02
ethereal,celestial.s.03
ethereal,ethereal.s.04
ethics,ethical_motive.n.01
ethnic,heathen.s.01
ethnic,cultural.s.02
eve,evening.n.01
even,evening.n.01
even,flush.v.04
even,tied.s.05
even,even.r.03
evening,evening.n.01
evenly,evenly.r.01
everlasting,arrant.s.01
everlasting,ageless.s.01
everyday,everyday.s.01
everyday,casual.s.03
evidence,testify.v.02
evidence,attest.v.01
evidence,tell.v.07
evident,apparent.s.01
evident,discernible.s.03
evidently,obviously.r.01
evil,evil.n.01
evil,evil.s.02
evocative,evocative.s.01
ex,x.n.02
ex,antique.s.02
exact,accurate.s.02
exact,claim.v.05
exact,demand.v.03
exacting,stern.s.03
exaggeration,exaggeration.n.03
exalted,exalted.s.01
exam,examination.n.02
examination,examination.n.01
examination,examination.n.02
examination,interrogation.n.03
examination,examination.n.05
examine,test.v.01
examine,examine.v.02
examine,analyze.v.01
examine,probe.v.01
examiner,examiner.n.01
examiner,examiner.n.02
example,example.n.04
example,exercise.n.04
example,case.n.01
example,example.n.01
example,model.n.07
excavation,excavation.n.01
excavation,dig.n.01
excavation,mining.n.01
exceed,surpass.v.02
exceed,exceed.v.02
exceed,exceed.v.01
exceeding,exceeding.s.01
exceedingly,extremely.r.02
excel,excel.v.01
excellence,excellence.n.02
excellency,excellence.n.02
except,exclude.v.01
exception,exception.n.01
exceptional,exceeding.s.01
exceptional,especial.s.01
excessive,excessive.s.01
excessive,excessive.s.02
excessively,excessively.r.01
exchange,substitution.n.02
exchange,substitute.v.01
exchange,change.v.06
exchange,central.n.01
exchange,switch_over.v.01
exchange,commute.v.04
exchange,exchange.v.01
exchange,rally.n.05
excision,deletion.n.03
excitation,excitation.n.03
excitation,excitation.n.02
excitation,excitement.n.02
excite,stimulate.v.03
excite,agitate.v.02
excite,stimulate.v.06
excite,stimulate.v.01
excite,arouse.v.07
excitement,excitation.n.03
excitement,excitement.n.02
excitement,agitation.n.04
exclude,eject.v.01
exclude,exclude.v.01
exclude,exclude.v.02
exclude,bar.v.01
exclusion,ejection.n.02
exclusion,exception.n.01
exclusive,exclusive.s.01
exclusive,single.s.07
exclusive,exclusive.n.01
exclusively,entirely.r.02
excretion,elimination.n.02
excursion,excursion.n.01
execute,carry_through.v.01
execute,run.v.19
execute,perform.v.01
executing,execution.n.01
execution,murder.n.01
execution,performance.n.03
execution,execution.n.01
execution,execution.n.06
executive,administrator.n.03
exemplary,admonitory.s.01
exemplary,exemplary.s.01
exempt,exempt.v.01
exercise,exercise.n.04
exercise,exercise.n.01
exercise,use.n.01
exercise,exercise.n.03
exercise,drill.v.03
exercise,practice.v.01
exercise,exert.v.01
exercise,exercise.v.03
exercising,exercise.n.01
exert,wield.v.01
exert,exert.v.01
exertion,effort.n.02
exhaust,exhaust.v.01
exhaust,exhaust.v.05
exhaust,run_down.v.06
exhaust,exhaust.n.01
exhaust,consume.v.05
exhausting,draining.s.01
exhausting,exhausting.s.02
exhibit,expose.v.03
exhibit,show.v.01
exhibit,display.n.02
exhibit,parade.v.01
exhibition,exhibition.n.02
exhibitionist,exhibitionist.n.01
exhibitor,exhibitor.n.01
exhilarating,exhilarating.s.01
exist,exist.v.02
existent,existent.a.01
existent,real.a.01
existing,existent.a.01
exotic,alien.s.02
expand,boom.v.05
expand,inflate.v.01
expand,extend.v.09
expanse,area.n.06
expanse,sweep.n.01
expansive,expansive.s.02
expect,expect.v.01
expect,expect.v.03
expect,have_a_bun_in_the_oven.v.01
expect,ask.v.04
expectant,big.s.13
expectation,expectation.n.01
expedite,expedite.v.01
expedition,excursion.n.01
expedition,dispatch.n.03
expend,spend.v.02
expense,expense.n.01
experience,experience.v.03
experience,feel.v.01
experience,experience.v.01
experience,know.v.05
experiment,experiment.n.01
experimentation,experiment.n.01
expert,technical.s.04
expert,adept.s.01
expiration,termination.n.01
expiration,passing.n.02
expire,die.v.01
expiry,death.n.01
expiry,termination.n.01
explanation,explanation.n.01
explicit,explicit.a.01
explode,explode.v.02
exploitation,exploitation.n.01
exploitation,exploitation.n.02
explore,research.v.02
explosion,explosion.n.02
explosive,explosive.s.02
expo,exhibition.n.02
exponent,advocate.n.01
exponent,exponent.n.03
expose,uncover.v.02
expose,expose.v.03
expose,unwrap.v.02
expose,disclose.v.02
expose,queer.v.02
exposed,exposed.s.02
exposed,exposed.s.01
exposition,exhibition.n.02
exposure,photograph.n.01
exposure,vulnerability.n.01
express,express.v.01
express,carry.v.04
express,express.v.02
express,express.v.04
expressed,expressed.s.01
expressed,explicit.a.01
expression,expression.n.01
expression,construction.n.02
expression,formula.n.01
expression,saying.n.01
expression,expression.n.02
expressway,expressway.n.01
expulsion,extrusion.n.02
expulsion,expulsion.n.03
expulsion,ejection.n.02
exquisite,exquisite.s.01
extend,unfold.v.03
extend,widen.v.04
extend,prolong.v.01
extend,extend.v.09
extend,strain.v.03
extend,run.v.03
extend,extend.v.04
extend,stretch.v.02
extend,cover.v.03
extension,annex.n.01
extension,elongation.n.02
extension,propagation.n.01
extensive,across-the-board.s.01
exterior,outside.n.01
external,external.s.03
external,external.s.02
extinct,extinct.s.03
extra,excess.s.01
extra,extra.s.02
extraction,origin.n.02
extraneous,extraneous.s.01
extraneous,external.s.02
extraterrestrial,extraterrestrial_being.n.01
extravagant,excessive.s.02
extreme,extreme.s.01
extremely,highly.r.01
extremely,extremely.r.02
extremist,extremist.s.01
extremity,extremity.n.01
extrusion,bulge.n.01
extrusion,extrusion.n.02
eye,eye.n.01
eye,center.n.01
eye,eye.v.01
eyeball,eyeball.n.01
eyeball,eye.v.01
eyebrow,eyebrow.n.01
eyelid,eyelid.n.01
eyesight,eyesight.n.01
fab,fabulous.s.01
fable,legend.n.01
fable,fable.n.02
fable,fabrication.n.01
fabric,fabric.n.01
fabric,framework.n.02
fabrication,lying.n.01
fabrication,fabrication.n.04
fabrication,fabrication.n.01
fabrication,fabrication.n.03
fabulous,fabulous.s.01
fabulous,fabulous.s.02
facade,facade.n.01
face,confront.v.01
face,side.n.04
face,front.v.01
face,boldness.n.02
face,expression.n.01
face,font.n.01
facelift,face_lift.n.01
facet,aspect.n.01
facilitate,facilitate.v.01
facilitate,help.v.03
facility,facility.n.03
facility,facility.n.01
facing,facing.n.02
facing,lining.n.03
facsimile,facsimile.n.02
faction,faction.n.02
faction,cabal.n.01
factor,component.n.01
factor,agent.n.04
factor,gene.n.01
factory,factory.n.01
faculty,staff.n.03
faculty,faculty.n.01
fad,fad.n.01
fade,slice.n.04
fade,fade.v.01
fade,evanesce.v.01
fag,cigarette.n.01
fag,tire.v.02
fag,labor.v.02
fag,fagot.n.01
fail,fail.v.03
fail,fail.v.04
failing,failing.n.01
failure,failure.n.04
faint,dim.s.02
faint,faint.s.04
faint,faint.s.03
faint,faint.s.06
faint,faint.s.01
fair,carnival.n.03
fair,bonny.s.01
fair,bazaar.n.03
fair,fairly.r.02
fair,average.s.03
fair,clean.s.11
fair,fairly.r.03
fair,honest.s.07
fairly,fairly.r.03
fairly,fairly.r.02
fairly,reasonably.r.01
fairness,fairness.n.01
fairy,fairy.n.01
fairy,fagot.n.01
faith,faith.n.02
faithful,congregation.n.01
fake,fake.n.01
fake,bogus.s.01
fake,forge.v.02
fake,talk_through_one's_hat.v.01
fake,juke.n.02
fake,fake.s.02
fake,fudge.v.01
fake,imposter.n.01
fallback,disengagement.n.02
falling,dropping.s.01
falls,waterfall.n.01
false,fake.s.02
false,assumed.s.01
false,false.s.02
false,false.s.10
falsely,falsely.r.02
fame,fame.n.01
famed,celebrated.s.01
familial,familial.s.02
familiar,companion.n.01
familiarity,familiarity.n.05
familiarity,familiarity.n.03
familiarity,acquaintance.n.01
famous,celebrated.s.01
fan,fan.n.03
fanatic,fanatic.n.01
fancy,illusion.n.02
fancy,visualize.v.01
fanfare,ostentation.n.01
fanfare,flourish.n.05
fanny,buttocks.n.01
fantastic,antic.s.01
fantastic,fantastic.s.02
fantastic,fantastic.s.03
farce,farce.v.01
fare,menu.n.04
fare,do.v.04
fare,fare.n.02
farewell,farewell.n.02
farm,grow.v.07
farmer,farmer.n.01
farming,agrarian.s.01
farming,farming.n.02
farming,farming.n.01
farther,further.s.01
fascinating,absorbing.s.01
fascinating,bewitching.s.01
fascination,captivation.n.02
fashion,fashion.v.01
fashion,manner.n.01
fast,firm.s.10
fast,fast.s.08
fast,fast.r.02
fast,fast.n.01
fast,flying.s.02
fasten,tighten.v.01
fasten,fasten.v.01
fastened,tied.a.03
faster,quicker.r.01
fastest,quickest.r.01
fasting,fast.n.01
fat,fatten.v.01
fat,fatty.a.01
fat,fat.s.04
fat,fat.s.05
fatal,black.s.06
fate,destiny.n.01
fate,destine.v.01
fate,fortune.n.04
father,beget.v.01
father,don.n.03
father,forefather.n.01
father,founder.n.02
fatherhood,fatherhood.n.01
fathom,penetrate.v.02
fathom,fathom.v.02
fatigue,tire.v.02
fatigue,tire.v.01
fatty,fatty.a.01
fault,blame.v.01
fault,fault.n.04
fault,mistake.n.01
fault,defect.n.03
faulty,defective.s.01
faulty,faulty.s.02
fauna,fauna.n.01
fauna,animal.n.01
faux,fake.s.02
favored,favored.s.01
fawn,dun.n.02
fawn,fawn.v.01
fax,facsimile.n.02
fay,fairy.n.01
fear,fear.v.02
fear,reverence.v.01
fear,concern.n.02
fear,fear.n.01
fear,fear.n.03
fearful,awful.s.02
fearful,cowardly.a.01
fearless,audacious.s.01
feasible,feasible.s.01
feast,banquet.n.01
feast,banquet.n.02
feast,fete.n.01
feast,feed.v.10
feat,feat.n.01
feather,feather.n.01
feather,feather.v.03
feature,sport.v.01
feature,have.v.02
feature,feature.n.01
feces,fecal_matter.n.01
federation,confederation.n.02
fee,tip.v.03
feeble,feeble.s.01
feeble,decrepit.s.02
feeble,faint.s.03
feed,prey.v.01
feed,feed.v.06
feed,feed.v.02
feed,run.v.06
feed,feed.v.10
feeder,eater.n.01
feeder,feeder.n.03
feeding,eating.n.01
feel,feel.v.01
feel,find.v.05
feel,spirit.n.02
feel,feel.v.09
feel,feel.v.03
feeling,spirit.n.02
feeling,touch.n.10
feeling,impression.n.01
felicity,happiness.n.01
fell,hide.n.01
fell,barbarous.s.01
fell,fly.v.08
fella,chap.n.01
fellow,colleague.n.02
fellow,chap.n.01
fellow,companion.n.01
fellow,fellow.n.06
fellow,boyfriend.n.01
fellow,mate.n.06
fellowship,company.n.03
felt,felt.v.03
fen,marsh.n.01
fence,wall.v.01
fence,argue.v.02
fence,fence.n.01
fencing,fence.n.01
fender,fender.n.02
fender,buffer.n.06
fender,fender.n.01
fermentation,agitation.n.02
ferocious,ferocious.s.01
fertilization,fertilization.n.02
festive,gay.s.05
fetch,fetch.v.02
fetch,bring.v.04
fetching,fetching.s.01
fetish,juju.n.02
fey,fey.s.01
fiasco,debacle.n.01
fiat,decree.n.01
fiber,character.n.03
fiber,fiber.n.01
fibre,fiber.n.01
fibre,character.n.03
fiction,fabrication.n.01
fictional,fabricated.s.01
fictitious,fabricated.s.01
fictitious,assumed.s.01
fiddle,toy.v.02
fiddle,violin.n.01
fiddle,tamper.v.01
fiddle,tinker.v.03
field,plain.n.01
field,field.n.11
field,airfield.n.01
field,discipline.n.01
field,sphere.n.01
field,battlefield.n.01
fiend,devil.n.02
fiend,monster.n.04
fiend,fanatic.n.01
fierce,ferocious.s.01
fierce,boisterous.s.03
fiery,ardent.s.01
fiery,fiery.s.03
fiesta,fete.n.01
fifty,fifty.s.01
fig,figure.n.01
fight,fight.v.03
fight,contend.v.06
fight,fight.n.02
fight,fight.v.02
fight,competitiveness.n.01
fight,battle.n.01
fight,crusade.v.01
fighter,champion.n.02
fighting,active.s.02
fighting,fight.n.02
figure,human_body.n.01
figure,number.n.01
figure,design.n.04
figure,calculate.v.02
figure,visualize.v.01
figure,figure.n.01
figure,calculate.v.01
figure,name.n.04
figuring,calculation.n.02
filament,fibril.n.01
file,file.v.01
file,charge.v.06
filet,fillet.n.01
fill,occupy.v.03
fill,filling.n.01
fill,fill.v.04
fill,meet.v.04
fillet,fillet.n.05
fillet,fillet.n.01
filling,filling.n.01
filling,woof.n.01
film,film.v.01
film,film.n.02
film,movie.n.01
filming,filming.n.01
filter,filter.v.01
filter,trickle.v.01
filth,obscenity.n.02
filth,dirt.n.02
filthy,filthy.s.01
filthy,dirty.s.03
fin,flipper.n.01
fin,louver.n.01
fin,five.n.01
final,final.s.02
final,concluding.s.01
finale,finale.n.01
finale,stopping_point.n.01
finalize,finalize.v.01
finally,last.r.02
finally,ultimately.r.01
find,detect.v.01
find,find.v.01
find,discovery.n.01
find,rule.v.04
find,recover.v.01
find,find.v.03
find,discover.v.03
find,find.v.05
find,discovery.n.03
find,determine.v.01
find,receive.v.02
find,witness.v.02
finder,finder.n.03
finder,finder.n.02
finding,determination.n.01
fine,very_well.r.02
fine,finely.r.03
fine,all_right.s.01
finely,finely.r.03
finesse,delicacy.n.06
finger,feel.v.09
finger,finger.v.01
finish,polish.n.02
finish,finish.n.04
finish,complete.v.01
finish,finish.n.09
finish,coating.n.02
finish,stopping_point.n.01
finish,end.v.01
finish,ending.n.04
finishing,coating.n.02
finishing,finish.n.09
fink,fink.v.01
fink,fink.n.01
fink,confess.v.01
fired,discharged.s.01
firefighter,fireman.n.04
fireman,reliever.n.03
fireman,fireman.n.04
fireplace,fireplace.n.01
fireside,hearth.n.03
firm,firm.s.02
firm,firm.n.01
firm,firm.s.06
