word,synset
story,narrative.n.01
story,floor.n.02
story,history.n.02
storyteller,narrator.n.01
stout,hardy.s.01
stove,stove.n.01
straight,straight.a.06
straight,square.s.05
straight,neat.s.06
straight,directly.r.04
straight,heterosexual.n.01
straight,straight.s.01
straight,true.s.12
straighten,tidy.v.01
straightforward,square.s.05
strain,tense.v.04
strain,tune.n.01
strain,breed.n.01
strain,deform.v.05
strain,strain.v.03
strain,filter.v.01
strain,form.n.09
strain,song.n.03
strain,sift.v.02
strain,strive.v.02
strain,striving.n.01
strain,try.v.07
strain,strain.n.10
strain,stress.n.04
strain,tenor.n.05
strained,constrained.s.01
straining,distortion.n.05
straining,arduous.s.02
straining,strain.n.10
strait,strait.n.01
strait,pass.n.08
straits,pass.n.08
straits,pass.n.09
strand,maroon.v.01
strand,ground.v.05
strand,fibril.n.01
strand,chain.n.10
strange,strange.s.02
strangely,queerly.r.01
stranger,stranger.n.01
strap,flog.v.01
strapping,beefy.s.01
strategy,scheme.n.01
stratified,graded.s.01
stratum,level.n.07
stratum,class.n.03
straw,chaff.n.01
stray,stray.v.02
stray,digress.v.01
stray,roll.v.12
streak,stripe.n.05
streak,streak.n.01
stream,pour.v.06
stream,stream.n.02
stream,pour.v.02
streamlined,streamlined.s.02
strengthen,tone.v.05
strengthened,reinforced.s.01
strenuous,arduous.s.02
strep,streptococcus.n.01
streptococcus,streptococcus.n.01
stress,stress.v.01
stress,stress.n.04
stress,try.v.07
stress,tension.n.01
stressed,stressed.s.01
stressed,stressed.a.02
stretch,reach.n.03
stretch,load.v.05
stretch,stretch.v.02
stretch,stretch.n.04
stretch,stretch.n.06
stretch,unfold.v.03
stretcher,capstone.n.02
stretching,stretch.n.04
stricken,smitten.s.01
strict,rigorous.s.01
strict,stern.s.03
strictly,rigorously.r.01
strictly,strictly.r.01
stride,pace.n.04
stride,footstep.n.03
strike,strike.v.14
strike,mint.v.01
strike,affect.v.05
strike,rap.n.02
strike,assume.v.05
strike,fall.v.08
strike,fall_upon.v.01
strike,hit.v.02
strike,hit.n.03
striker,hitter.n.02
striking,contact.n.04
striking,dramatic.s.02
striking,outstanding.s.02
striking,hit.n.02
string,string.n.04
string,string.v.01
string,chain.n.10
stringent,rigorous.s.02
strip,leach.v.03
strip,undress.v.01
strip,denude.v.01
strip,clean.v.07
strip,strip.v.13
strip,strip.n.02
strip,strip.n.06
strip,deprive.v.01
strip,plunder.v.03
stripe,band.n.04
stripe,stripe.n.05
stripe,chevron.n.01
stripes,chevron.n.01
stripped,bare.s.09
stripper,stripper.n.03
stripping,denudation.n.01
striptease,strip.n.06
striptease,stripper.n.03
strive,endeavor.v.01
strive,strive.v.02
striving,striving.n.01
stroke,stroke.n.05
stroke,throw.n.03
stroke,stroke.n.01
stroke,solidus.n.02
stroke,accident.n.02
stroking,stroke.n.05
stroll,amble.n.01
strong,impregnable.s.01
strong,strong.s.09
strong,firm.s.03
strong,potent.a.03
strong,hard.s.10
strong,solid.s.07
strong,potent.s.02
strongly,powerfully.r.01
struck,smitten.s.01
structural,geomorphologic.a.01
structure,structure.n.01
struggle,fight.v.03
struggle,clamber.v.01
struggle,contend.v.06
struggle,struggle.n.01
strut,tittup.v.01
stub,butt.n.09
stubborn,refractory.s.01
stud,stud.n.02
stud,dot.v.01
student,scholar.n.01
student,student.n.01
study,analyze.v.01
study,sketch.n.01
study,study.v.03
study,study.n.02
study,discipline.n.01
study,learn.v.04
study,study.v.06
stuff,material.n.01
stuff,stuff.v.03
stuff,farce.v.01
stuff,gorge.v.01
stuff,thrust.v.02
stuffing,stuffing.n.01
stumble,trip.n.07
stumble,stumble.v.03
stumble,stumble.v.01
stump,stomp.v.01
stump,dais.n.01
stun,stun.v.03
stunned,knocked_out.s.01
stunned,dazed.s.01
stunned,amazed.s.01
stunning,arresting.s.01
stupendous,colossal.s.01
stupidity,stupidity.n.02
sturdy,sturdy.s.03
sturdy,uncompromising.a.01
sturdy,hardy.s.01
style,manner.n.01
style,stylus.n.02
style,dash.n.01
style,vogue.n.01
style,style.v.01
stylist,hairdresser.n.01
stylus,stylus.n.02
sub,bomber.n.03
sub,substitute.v.02
subdivision,subsection.n.01
subdivision,section.n.01
subdivision,branch.n.01
subdued,dim.s.01
subdued,hushed.s.01
sublime,exalted.s.01
submerged,submerged.s.01
submission,submission.n.01
submission,submission.n.02
submit,submit.v.02
submit,take.v.19
submit,submit.v.06
submit,resign.v.04
submit,render.v.06
subscribe,subscribe.v.03
subscribe,pledge.v.02
subscribe,sign.v.01
subscribe,subscribe.v.05
subscriber,subscriber.n.02
subscriber,subscriber.n.03
subsection,subsection.n.01
subsequently,subsequently.r.01
substance,kernel.n.03
substance,meaning.n.02
substance,means.n.03
substandard,deficient.s.03
substitute,utility.s.02
substitute,substitute.v.01
substitute,substitute.v.02
substitute,stand-in.n.01
substitute,alternate.s.02
substitute,substitute.n.01
substitution,substitution.n.02
substitution,substitution.n.01
subtitle,subtitle.n.01
subtle,elusive.s.03
subtle,insidious.s.03
subtract,subtract.v.01
subtraction,subtraction.n.01
subtraction,subtraction.n.02
suburb,suburb.n.01
suburbia,suburb.n.01
subversion,corruption.n.05
subversive,revolutionist.n.01
subversive,insurgent.s.01
subway,metro.n.01
succeed,succeed.v.02
succeed,succeed.v.01
succeeding,future.s.03
success,achiever.n.01
succession,sequence.n.02
successive,consecutive.s.02
successor,successor.n.01
successor,successor.n.03
succulent,lush.s.03
suck,sucking.n.01
suck,breastfeed.v.01
suck,fellate.v.01
suck,absorb.v.04
sucker,chump.n.01
sucking,sucking.n.01
suction,sucking.n.01
suddenly,abruptly.r.01
sue,action.v.01
suffer,suffer.v.10
suffer,digest.v.03
suffer,suffer.v.06
suffer,suffer.v.02
suffer,hurt.v.06
suffer,suffer.v.11
suffice,suffice.v.01
sufficiency,sufficiency.n.03
suffrage,right_to_vote.n.01
sugar,boodle.n.01
suggest,propose.v.01
suggest,indicate.v.05
suggest,hint.v.01
suggestion,trace.n.01
suggestion,suggestion.n.04
suggestion,suggestion.n.02
suggestive,indicative.s.02
suit,suit.v.01
suit,become.v.04
suit,courtship.n.01
suit,lawsuit.n.01
suitable,desirable.s.02
suitably,appropriately.r.01
suitcase,bag.n.06
suite,suite.n.02
sulfate,sulfate.n.01
sulfur,sulfur.n.01
sulphate,sulfate.n.01
sulphur,sulfur.n.01
sum,sum.n.03
sum,sum.n.01
sum,sum.n.02
sum,total.v.02
sum,kernel.n.03
sum,union.n.08
sum,summarize.v.02
sum,sum.n.05
summarize,summarize.v.02
summation,summation.n.04
summation,sum.n.03
summation,summation.n.01
summer,summer.n.01
summertime,summer.n.01
summon,muster.v.01
summon,mobilize.v.01
summon,summon.v.01
summons,summon.v.01
summons,bidding.n.02
sump,cesspool.n.01
sun,sunlight.n.01
sundown,sunset.n.01
sundry,assorted.s.01
sunglasses,sunglasses.n.01
sunk,done_for.s.02
sunlight,sunlight.n.01
sunny,cheery.s.01
sunrise,dawn.n.01
sunset,sunset.n.01
sunshine,cheerfulness.n.01
sunshine,sunlight.n.01
super,extremely.r.02
super,ace.s.01
superb,brilliant.s.01
superbly,wonderfully.r.01
supercharged,charged.s.02
superficial,superficial.s.03
superfluous,excess.s.01
superfluous,otiose.s.01
superimposed,layered.s.01
superior,victor.n.01
superior,ranking.s.01
supernatural,supernatural.n.01
superpower,world_power.n.01
supersonic,supersonic.s.02
superstar,ace.n.03
supervise,oversee.v.01
supervise,monitor.v.01
supervising,supervision.n.01
supervision,supervision.n.01
supple,lissome.s.01
supplier,supplier.n.01
supply,add.v.02
supply,issue.v.02
supply,supply.v.01
supply,provide.v.02
supply,provision.n.02
supplying,provision.n.02
support,support.n.06
support,hold.v.10
support,corroborate.v.03
support,support.n.04
support,back.v.01
support,support.n.11
support,accompaniment.n.02
support,subscribe.v.03
support,support.n.08
support,confirm.v.01
support,defend.v.01
support,digest.v.03
supporter,assistant.n.01
supporter,supporter.n.01
supporter,athletic_supporter.n.01
supporter,patron.n.03
supporter,garter.n.01
supporting,support.n.08
suppose,think.v.02
suppose,speculate.v.01
suppose,suppose.v.01
supposed,alleged.s.02
suppress,suppress.v.01
suppress,oppress.v.01
suppress,inhibit.v.04
suppression,suppression.n.03
supra,above.r.01
supremacy,domination.n.02
sure,sure.s.06
sure,certain.a.02
sure,surely.r.01
surely,surely.r.01
surety,guarantor.n.01
surety,hostage.n.01
surety,security.n.05
surf,surfboard.v.01
surf,surf.n.01
surf,browse.v.03
surface,surface.v.01
surface,open.n.04
surface,coat.v.01
surfboard,surfboard.v.01
surge,tide.v.01
surge,soar.v.01
surge,rush.n.02
surgery,operation.n.06
surgical,surgical.a.02
surpass,excel.v.01
surpass,surpass.v.02
surpass,exceed.v.01
surpass,travel_by.v.01
surplus,excess.s.01
surrender,giving_up.n.01
surrender,surrender.v.02
surround,environment.n.02
surround,wall.v.01
surround,besiege.v.01
surround,surround.v.01
surround,smother.v.01
surrounding,encompassing.s.02
surroundings,milieu.n.01
surroundings,environment.n.02
survival,survival.n.01
survival,survival.n.02
survive,survive.v.01
survive,exist.v.02
surviving,surviving.s.01
suspend,freeze.v.05
suspension,suspension.n.04
suspension,pause.n.01
suspicion,misgiving.n.03
suspicion,intuition.n.02
suspicious,fishy.s.02
suspicious,leery.s.01
sustain,sustain.v.04
sustain,hold.v.10
sustain,nourish.v.01
sustain,confirm.v.01
sustain,suffer.v.02
sustain,prolong.v.02
swain,boyfriend.n.01
swank,chic.n.01
swank,flaunt.v.01
swap,trade.v.04
swap,barter.n.01
swarm,pour.v.02
swarm,drove.n.02
swarm,swarm.n.02
sway,carry.v.23
sway,swing.v.02
sway,rock.v.02
sway,rock.v.01
sway,rock.n.07
swear,affirm.v.02
swear,trust.v.01
swear,curse.v.01
swearing,oath.n.02
swearing,curse.n.01
sweat,effort.n.02
sweat,fret.n.01
sweater,sweater.n.01
sweep,sweep.v.02
sweep,swing.v.05
sweep,slam.n.01
sweep,sweep.n.01
sweep,embroil.v.01
sweep,cross.v.05
sweep,sweep.v.03
sweep,brush.v.04
sweeping,sweeping.s.02
sweet,sweet.n.04
sweet,angelic.s.03
sweet,dessert.n.01
sweet,odoriferous.s.03
sweet,fresh.a.06
sweetheart,sweetheart.n.01
sweetheart,smasher.n.02
sweetie,sweetheart.n.01
sweetness,sweet.n.04
sweetness,bouquet.n.02
swell,well.v.01
swell,dandy.n.01
swell,bang-up.s.01
swelling,swelling.n.01
swelling,bulge.n.01
swift,fleet.s.01
swim,swimming.n.01
swim,float.v.02
swim,swim.v.04
swimming,swimming.n.01
swimsuit,swimsuit.n.01
swimwear,swimsuit.n.01
swing,baseball_swing.n.01
swing,dangle.v.01
swing,swing.v.02
swing,swing.v.05
swing,swing.n.05
swing,swing.n.04
swinger,swinger.n.02
swinging,swing.n.04
swinging,lilting.s.01
swipe,pilfer.v.01
swirl,eddy.v.01
swirl,whirl.n.02
swish,classy.s.01
swish,lap.v.03
switch,switch.v.03
switch,throw.v.06
switch,switch_over.v.01
switch,trade.v.04
switch,switch.v.04
switch,substitution.n.01
switch,switch.n.07
switch,interchange.v.04
switching,switch.n.07
swivel,pivot.v.01
swollen,conceited.s.01
sword,sword.n.01
sworn,pledged.s.01
syllabus,course_of_study.n.01
symmetrical,harmonious.s.02
symmetry,symmetry.n.02
symmetry,symmetry.n.01
sympathetic,sympathetic.a.04
sympathetic,charitable.s.03
sympathetic,harmonic.s.04
sympathy,sympathy.n.01
symphony,symphony_orchestra.n.01
symptomatic,diagnostic.s.02
synagogue,synagogue.n.01
sync,synchronize.v.01
synchronize,synchronize.v.01
synopsis,outline.n.02
synthesis,deduction.n.04
syphilis,syphilis.n.01
system,system.n.02
system,organization.n.05
system,arrangement.n.03
systematically,systematically.r.01
t,metric_ton.n.01
tab,pill.n.02
tab,check.n.03
tab,yellow_journalism.n.01
tabby,tabby.n.02
tabernacle,synagogue.n.01
table,postpone.v.01
table,board.n.04
table,mesa.n.01
tablet,pill.n.02
tablet,pad.n.01
tabloid,tabloid.n.02
tabloid,yellow_journalism.n.01
taboo,forbidden.s.01
tacit,silent.s.03
tack,interchange.v.04
tack,assemble.v.01
tack,append.v.02
tack,sheet.n.07
tackle,rigging.n.01
tackle,fishing_gear.n.01
tackle,undertake.v.02
tacky,brassy.s.02
tactic,tactic.n.01
tactics,tactic.n.01
tad,tad.n.01
tag,chase.v.01
tag,rag.n.01
tag,tag.v.01
tagged,labeled.a.01
tail,buttocks.n.01
tail,chase.v.01
tail,dock.v.04
tail,tail.n.05
tail,stern.n.01
tailor,cut.v.07
tailor,tailor.v.01
tailor,sew.v.02
tailored,tailored.s.01
tainted,corrupt.s.04
take,accept.v.02
take,contain.v.05
take,consume.v.02
take,consider.v.03
take,lead.v.01
take,aim.v.01
take,choose.v.01
take,fill.v.04
take,drive.v.16
take,accept.v.05
take,claim.v.05
take,film.v.01
take,carry.v.02
take,take.v.27
take,take.v.02
take,remove.v.01
take,take.v.19
take,subscribe.v.05
take,necessitate.v.01
take,claim.v.04
take,learn.v.04
take,bring.v.01
take,assume.v.05
take,lease.v.04
take,return.n.06
take,assume.v.03
taken,interpreted.s.01
takeoff,parody.n.01
takeoff,parody.n.02
takeover,coup_d'etat.n.01
taking,fetching.s.01
tale,fib.n.01
tale,narrative.n.01
talent,endowment.n.01
talisman,amulet.n.01
talk,talk.v.01
talk,talk.n.01
talk,talk.v.02
talk,lecture.n.01
talk,spill_the_beans.v.01
talk,spill.v.05
talking,talk.n.01
talks,negotiation.n.01
tall,improbable.s.03
tally,total.v.02
tally,score.v.01
tally,run.n.01
tally,count.n.02
tally,match.v.01
tam,tam.n.01
tame,meek.s.02
tame,domesticate.v.01
tame,domesticate.v.02
tammy,tam.n.01
tamper,tamper.v.01
tan,tan.n.02
tan,tangent.n.02
tan,tan.n.01
tan,tan.v.02
tangent,tangent.n.02
tangible,real.s.04
tangle,ravel.v.02
tangle,tangle.n.02
tangle,entangle.v.02
tangle,embroil.v.01
tangled,byzantine.s.03
tank,cooler.n.03
tanning,whipping.n.01
tap,wiretap.v.01
tap,solicit.v.01
tap,pat.n.01
tap,rap.n.02
tap,tap.v.03
tap,tap.n.08
tap,tap.v.07
tape,videotape.v.01
tape,tape.n.02
taper,wick.n.02
taper,candle.n.01
taper,sharpen.v.07
tapered,tapered.s.01
taping,tape.n.02
tar,mariner.n.01
tar,pitch.n.06
tart,sharp.s.05
tart,prostitute.n.01
tartan,tartan.n.01
task,tax.v.03
task,job.n.02
task,undertaking.n.01
taste,taste.n.07
taste,taste.v.01
taste,taste.n.03
taste,smack.v.03
taste,sample.v.01
tasteful,neat.s.03
tasting,taste.n.07
tax,tax.n.01
tax,tax.v.02
tax,tax.v.03
taxation,tax.n.01
taxi,taxi.v.02
taxi,cab.n.03
taxing,burdensome.s.01
te,ti.n.03
teach,teach.v.01
teacher,teacher.n.01
teaching,teaching.n.02
teaching,education.n.01
teal,bluish_green.s.01
team,team.n.01
teammate,teammate.n.01
tease,tease.v.07
tease,tease.v.09
tease,coquette.n.01
tease,tease.n.01
tease,tease.n.03
tease,tease.v.02
tease,tease.v.01
tease,tease.v.06
teaser,puzzle.n.01
teaser,tease.n.01
teasing,annoying.s.01
teasing,tease.n.03
teasing,mocking.s.02
tec,detective.n.01
technical,technical.a.03
technical,technical.a.01
technical,technical.s.04
technique,proficiency.n.02
technological,technical.a.03
technologist,engineer.n.01
technology,technology.n.01
teddy,chemise.n.01
tedious,boring.s.01
teen,adolescent.n.01
teen,adolescent.s.02
teenage,adolescent.s.02
teenager,adolescent.n.01
teeny,bitty.s.01
telecom,telecommunication.n.01
telecommunication,telecommunication.n.01
telegraph,cable.v.01
telephone,telephone.n.02
telephone,call.v.03
telephone,telephone.n.01
telephony,telephone.n.02
telescope,telescope.n.01
television,television_receiver.n.01
television,television.n.01
tell,state.v.01
tell,assure.v.02
tell,tell.v.03
tell,distinguish.v.01
tell,tell.v.07
tell,order.v.01
teller,teller.n.03
teller,narrator.n.01
telling,tattle.n.01
telling,relation.n.04
telling,impressive.s.02
telling,telling.n.02
telly,television_receiver.n.01
temp,temp.n.01
temper,temper.v.04
temper,temper.v.02
temper,temper.n.04
temper,anneal.v.01
temper,temper.n.02
temper,temper.n.03
temper,pique.n.02
tempered,tempered.a.01
tempest,storm.n.02
temple,synagogue.n.01
tempo,tempo.n.01
tempo,tempo.n.02
temporal,worldly.a.01
temporary,irregular.s.07
temporary,temp.n.01
tempt,tempt.v.01
tempt,charm.v.04
tempt,tempt.v.03
tempt,entice.v.01
tempting,alluring.s.01
ten,ten.s.01
tenacious,dogged.s.01
tenacious,retentive.a.01
tenacious,coherent.s.04
tenancy,occupancy.n.01
tenant,tenant.n.01
tend,tend.v.01
tendency,inclination.n.01
tendency,tendency.n.04
tendency,tendency.n.03
tendency,leaning.n.01
tender,bid.n.03
tender,affectionate.s.01
tender,sensitive.s.04
tender,crank.s.01
tender,tender.n.01
tender,offer.v.07
tender,attendant.n.01
tender,tender.n.05
tenderness,affection.n.01
tending,apt.s.01
tending,care.n.01
tenet,dogma.n.01
tenor,tenor.n.05
tense,tense.v.04
tension,tension.n.01
tent,camp.v.01
term,condition.n.07
terminal,end.n.01
terminal,terminal.n.01
terminal,terminal.n.02
terminal,concluding.s.01
terminate,end.v.02
terminate,end.v.01
terminate,displace.v.03
termination,end_point.n.01
termination,termination.n.01
termination,result.n.03
termination,ending.n.01
termination,termination.n.05
terminology,terminology.n.01
terms,footing.n.01
terms,price.n.02
terrace,patio.n.01
terrace,terrace.n.02
terrestrial,mundane.s.02
terrestrial,planetary.a.02
terrible,atrocious.s.02
terrible,severe.s.01
terrible,awful.s.02
terrific,terrific.s.03
terrific,fantastic.s.02
terrified,panicky.s.01
terrifying,terrific.s.03
territory,territory.n.03
territory,district.n.01
terror,panic.n.01
terror,terror.n.03
terror,terror.n.02
test,test.n.05
test,screen.v.01
test,quiz.v.01
test,test.v.01
test,examination.n.02
tester,examiner.n.01
testify,testify.v.01
testify,testify.v.02
testimonial,recommendation.n.02
testimonial,testimony.n.03
testimonial,tribute.n.01
testimony,testimony.n.03
testing,examination.n.05
text,textbook.n.01
textbook,textbook.n.01
textile,fabric.n.01
texture,texture.n.05
thankful,grateful.a.01
thankfully,thankfully.r.01
thanksgiving,grace.n.06
thaw,dissolve.v.09
thaw,thaw.n.01
thaw,thaw.n.02
theater,field.n.11
theater,dramaturgy.n.01
theater,theater.n.01
theatre,dramaturgy.n.01
theatre,theater.n.01
theatre,field.n.11
theatrical,theatrical_performance.n.01
theft,larceny.n.01
theme,theme.n.02
theme,root.n.03
theme,theme.n.03
theme,composition.n.08
theme,subject.n.01
then,then.r.01
thence,thence.r.02
thence,therefore.r.01
theology,theology.n.01
therapeutic,remedy.n.02
therapeutic,curative.s.01
therefore,therefore.r.01
thereof,thence.r.02
thesis,dissertation.n.01
thick,thick.s.07
thick,dense.s.02
thin,thin.a.02
thin,dilute.v.01
thin,thinly.r.02
thin,sparse.s.01
thin,reduce.v.20
thin,slender.s.02
thin,flimsy.s.03
thing,matter.n.01
think,think.v.01
think,intend.v.01
think,think.v.02
thinker,thinker.n.01
thinking,thinking.n.01
thinking,intelligent.s.04
thinly,thinly.r.02
thinly,thinly.r.03
thinning,cutting.n.09
third,third.r.01
thirdly,third.r.01
thirst,hunger.n.02
thirst,crave.v.01
thirsty,athirst.s.01
thong,lash.n.02
thorn,spine.n.03
thoroughbred,pedigree.s.01
thou,thousand.n.01
thought,opinion.n.01
thought,idea.n.01
thought,thinking.n.01
thoughtful,heedful.a.01
thrash,cream.v.02
thrash,thrash.v.01
thrash,slam_dance.v.01
thrash,convulse.v.03
thread,ribbon.n.01
thread,weave.v.04
thread,string.v.01
thread,thread.n.01
threat,terror.n.02
threaten,endanger.v.01
three,three.n.01
three,trey.n.02
threesome,three.n.01
threesome,trio.n.05
threshold,doorway.n.01
threshold,doorsill.n.01
threshold,brink.n.01
thrifty,careful.s.05
thrill,shudder.v.02
thrill,frisson.n.01
thrill,thrill.v.02
thrill,bang.n.04
thrive,boom.v.05
thrive,thrive.v.02
thriving,booming.s.01
throbbing,throb.n.02
throne,toilet.n.02
throttle,restrict.v.03
throttle,accelerator.n.02
throttle,accelerator.n.01
throttle,choke.v.13
through,done.s.01
throw,shed.v.01
throw,throw.v.06
throw,project.v.10
throw,hold.v.03
throw,throw.n.03
throw,throw.v.04
throw,give.v.07
throw,confuse.v.02
thrust,jab.n.01
thrust,push.n.02
thrust,pierce.v.04
thrust,thrust.v.02
thrust,throw.v.04
thrust,drive.n.01
thrust,force.v.04
thrust,stab.n.02
thug,hood.n.01
thumb,flick.v.02
thumb,hitchhike.v.01
thumb,finger.v.01
thunder,boom.n.01
thunder,big_h.n.01
thunder,thunder.v.03
thunder,thunder.v.02
thus,thus.r.02
thus,therefore.r.01
thwart,thwart.v.01
ti,ti.n.03
tick,check.v.06
tick,click.v.02
tick,tick.n.01
tick,tick.v.02
tick,check_mark.n.01
ticker,heart.n.02
ticking,tick.n.01
tickle,thrill.v.02
tide,tide.v.01
tidings,news.n.01
tidy,goodly.s.01
tidy,tidy.v.01
tie,link.n.02
tie,affiliation.n.01
tie,bind.v.02
tie,tie.v.01
tie,tie.v.02
tie,connect.v.01
tie,draw.n.03
tie,marry.v.02
tie,tie.n.08
tied,laced.a.01
tied,tied.s.05
tied,tied.a.03
tier,grade.n.02
tiff,bicker.n.01
tight,compressed.s.01
tight,close.r.02
tight,fast.r.02
tight,besotted.s.01
tight,mean.s.06
tight,rigorous.s.02
tight,nasty.s.02
tighten,tighten.v.01
tighten,stiffen.v.03
till,public_treasury.n.01
tiller,stool.v.03
tilt,rock.n.07
tilt,tilt.n.04
tilt,controversy.n.01
tilt,careen.v.02
tilt,cant.v.01
tilt,lean.v.01
timber,forest.n.02
timber,timbre.n.01
timber,lumber.n.01
timberland,forest.n.02
time,clock.v.01
time,meter.n.04
time,time.n.01
time,prison_term.n.01
times,multiplication.n.03
timid,timid.n.01
timid,diffident.a.02
timid,faint.s.06
tinker,putter.v.02
tinker,tinker.v.03
tint,shade.n.02
tint,tint.v.01
tiny,bantam.s.01
tip,point.n.08
tip,tap.v.03
tip,tip.v.03
tip,tip.n.03
tip,lean.v.01
tip,peak.n.04
tip,topple.v.02
tipped,atilt.s.01
tire,tire.v.01
tire,tire.n.01
tire,run_down.v.06
tire,bore.v.01
tire,tire.v.02
tired,banal.s.01
tit,breast.n.02
tit,nipple.n.01
titan,colossus.n.02
title,championship.n.01
title,title.n.01
title,style.v.01
title,claim.n.04
title,deed.n.01
toad,frog.n.01
toast,pledge.n.03
toast,crispen.v.01
toast,toast.v.02
toddler,toddler.n.01
toffee,brittle.n.01
toil,labor.v.02
toil,labor.n.02
toilet,gutter.n.02
toilet,toilet.n.01
toilet,toilet.n.02
token,keepsake.n.01
token,nominal.s.02
token,token.n.01
tolerance,allowance.n.04
tolerant,broad.s.08
tolerant,kind.s.03
tolerate,allow.v.10
tolerate,digest.v.03
toll,bell.n.03
toll,price.n.03
tom,tom.n.02
tomahawk,tomahawk.n.01
tomb,grave.n.02
tomcat,tom.n.02
tonal,tonic.a.02
tone,tone.v.05
tone,note.n.03
tone,tone.n.09
tone,spirit.n.02
tone,tone.v.01
tone,timbre.n.01
tone,shade.n.02
tongue,tongue.n.03
tongue,spit.n.01
tongue,tongue.n.01
tonic,pop.n.02
tonic,tonic.n.03
tonic,bracing.s.01
tonic,tonic.a.03
tonic,tonic.n.04
tonic,tonic.a.02
tonne,metric_ton.n.01
tons,tons.n.01
too,besides.r.02
too,excessively.r.01
tool,creature.n.03
tool,instrument.n.02
tool,cock.n.01
toon,cartoon.n.02
topaz,tan.n.02
topic,topic.n.02
topic,subject.n.01
topper,best.n.02
topper,dress_hat.n.01
tops,ace.s.01
torch,flashlight.n.01
tornado,crack.n.08
tornado,tornado.n.01
torpedo,bomber.n.03
torpedo,gunman.n.01
torque,torsion.n.02
torrent,flood.n.02
torsion,torsion.n.02
torso,torso.n.01
torture,torment.v.01
torture,distortion.n.05
torture,anguish.n.01
torture,agony.n.01
toss,discard.v.01
toss,convulse.v.03
toss,flip.v.06
toss,chuck.v.01
toss,pass.n.15
toss,flip.n.04
tot,toddler.n.01
tot,total.v.02
total,sum.n.05
total,sum.n.02
total,full.s.03
total,entire.s.01
total,total.v.01
total,total.v.02
totality,sum.n.05
totality,entirety.n.01
totally,wholly.r.01
tote,lug.v.01
touch,touch.n.03
touch,touch.n.10
touch,touch.n.06
touch,refer.v.02
touch,equal.v.02
touch,touch.v.05
touch,partake.v.03
touch,affect.v.01
touch,touch.n.04
touch,contact.n.08
touch,touch.v.11
touch,touch.n.01
touch,touch.n.08
touch,touch.v.03
touch,tint.v.01
touch,reach.v.06
touched,fey.s.01
touched,moved.a.01
touching,affecting.s.01
touching,touch.n.01
touchstone,standard.n.01
tough,sturdy.s.03
tough,bad.s.03
tough,bully.n.01
tough,baffling.s.01
tough,hard.s.11
tough,hood.n.01
tough,rugged.s.04
toughness,stamina.n.01
toughness,temper.n.04
tour,enlistment.n.01
tour,go.n.01
tour,tour.n.01
tournament,tournament.n.01
tourney,tournament.n.01
tout,boast.v.01
tower,tugboat.n.01
tower,loom.v.02
tower,column.n.04
town,township.n.01
township,township.n.01
toy,toy.v.02
toy,play.v.16
toy,dally.v.01
toying,flirt.n.02
trace,trace.n.02
trace,trace.v.02
trace,decipher.v.02
trace,touch.n.03
trace,tracing.n.02
trace,trace.v.01
trace,trace.n.01
trace,hound.v.01
tracing,tracing.n.02
track,traverse.v.01
track,chase.v.01
track,track.n.11
track,path.n.04
track,cut.n.08
track,lead.n.03
track,racetrack.n.01
track,track.n.09
tracking,trailing.n.01
tract,tract.n.01
tract,tract.n.03
tract,nerve_pathway.n.01
traction,grip.n.04
trade,trade.v.04
trade,trade.v.01
trade,deal.v.06
trade,deal.n.01
trade,barter.n.01
trade,trade.n.02
trademark,hallmark.n.01
trademark,brand.v.03
trader,trader.n.01
tradition,custom.n.02
traffic,dealings.n.01
tragedy,calamity.n.01
trail,chase.v.01
trail,drag.v.05
trail,trail.v.05
trail,lead.n.03
trail,trail.v.03
trailblazer,pioneer.n.01
trailer,dawdler.n.01
trailer,preview.n.01
trailing,trailing.n.01
train,trail.v.05
train,train.v.10
train,aim.v.01
train,string.n.04
train,discipline.v.01
train,train.v.02
train,prepare.v.05
train,gearing.n.01
train,train.v.01
train,educate.v.03
train,coach.v.01
training,training.n.01
training,education.n.05
trajectory,trajectory.n.01
tram,streetcar.n.01
tramp,swinger.n.02
tramp,roll.v.12
tramp,hike.n.01
tramp,tramp.n.01
tramp,hiker.n.01
tramp,slog.v.02
trample,trample.n.01
trample,tread.v.02
trampling,trample.n.01
trance,capture.v.02
trance,enchantment.n.02
tranquility,tranquillity.n.01
tranquility,repose.n.03
transaction,transaction.n.01
transactions,minutes.n.01
transcend,exceed.v.02
transcend,exceed.v.01
transcribed,canned.s.01
transcript,transcript.n.02
transcription,arrangement.n.06
transferable,assignable.s.01
transferable,movable.s.02
transformation,transformation.n.01
transient,ephemeral.s.01
transit,transportation_system.n.01
transition,transition.n.04
transition,conversion.n.01
transmit,impart.v.03
transmit,air.v.03
transmit,transmit.v.04
transmit,convey.v.03
transmittal,transmission.n.01
transmitter,vector.n.03
transmitter,sender.n.01
transmitting,transmission.n.01
transparency,foil.n.04
transparent,diaphanous.s.01
transparent,crystalline.s.03
transplant,transfer.v.09
transplant,graft.n.01
transplant,transplant.n.02
transplantation,transplant.n.02
transportation,transportation.n.05
transportation,fare.n.02
transportation,exile.n.03
transportation,transportation.n.02
transportation,transportation_system.n.01
transporter,conveyer_belt.n.01
transpose,transfer.v.09
transpose,commute.v.01
transverse,cross.s.01
trap,trap.v.04
trap,ambush.n.01
